school_code,school_name,official_name,school_name_kana,founder,municipality,postal_code,address,full_address,phone,url,official_lat,official_lon,note
0050001413,有馬,神奈川県立有馬高等学校,カナガワケンリツアリマコウトウガッコウ,神奈川県,海老名市,243-0424,社家5-27-1,神奈川県海老名市社家5-27-1,046-238-1333,https://www.pen-kanagawa.ed.jp/arima-h,,,
0050001418,綾瀬,神奈川県立綾瀬高等学校,カナガワケンリツアヤセコウトウガッコウ,神奈川県,綾瀬市,252-1134,寺尾南1-4-1,神奈川県綾瀬市寺尾南1-4-1,0467-76-1400,https://www.pen-kanagawa.ed.jp/ayase-h,35.44928936,139.429038,
0050001356,相模田名,神奈川県立相模田名高等学校,カナガワケンリツサガミタナコウトウガッコウ,神奈川県,相模原市中央区,252-0244,田名6786-1,神奈川県相模原市中央区田名6786-1,042-761-3339,https://www.pen-kanagawa.ed.jp/sagamitana-h,35.54880828,139.3449092,
0050001402,厚木北,神奈川県立厚木北高等学校,カナガワケンリツアツギキタコウトウガッコウ,神奈川県,厚木市,243-0203,下荻野886,神奈川県厚木市下荻野886,046-241-8001,https://www.pen-kanagawa.ed.jp/atsugikita-h,35.48721886,139.337345,
0050001430,相模原城山,神奈川県立相模原城山高等学校,カナガワケンリツサガミハラシロヤマコウトウガッコウ,神奈川県,相模原市緑区,252-0116,城山1-26-1,神奈川県相模原市緑区城山1-26-1,(042)782-6565,https://www.pen-kanagawa.ed.jp/s-shiroyama-h,,,
0050001406,大和南,神奈川県立大和南高等学校,カナガワケンリツヤマトミナミコウトウガッコウ,神奈川県,大和市,242-0014,上和田2557,神奈川県大和市上和田2557,046-269-5050,https://www.pen-kanagawa.ed.jp/yamatominami-h,35.44287092,139.4744771,
0050001359,上鶴間,神奈川県立上鶴間高等学校,カナガワケンリツカミツルマコウトウガッコウ,神奈川県,相模原市南区,252-0318,上鶴間本町9-31-1,神奈川県相模原市南区上鶴間本町9-31-1,042-743-5622,https://www.pen-kanagawa.ed.jp/kamitsuruma-h,35.52485123,139.4553338,
0050001403,厚木清南,神奈川県立厚木清南高等学校,カナガワケンリツアツギセイナンコウトウガッコウ,神奈川県,厚木市,243-0021,岡田1-12-1,神奈川県厚木市岡田1-12-1,046-228-2015,https://www.pen-kanagawa.ed.jp/atsugiseinan-h,35.43109949,139.3610475,
0050001419,綾瀬西,神奈川県立綾瀬西高等学校,カナガワケンリツアヤセニシコウトウガッコウ,神奈川県,綾瀬市,252-1123,早川1485-1,神奈川県綾瀬市早川1485-1,0467-77-5121,https://www.pen-kanagawa.ed.jp/ayasenishi-h,35.43657333,139.4124242,
0050001351,津久井,神奈川県立津久井高等学校,カナガワケンリツツクイコウトウガッコウ,神奈川県,相模原市緑区,252-0159,三ケ木272-1,神奈川県相模原市緑区三ケ木272-1,042-784-1053,https://www.pen-kanagawa.ed.jp/tsukui-h,35.58813244,139.2310729,
0050001426,愛川,神奈川県立愛川高等学校,カナガワケンリツアイカワコウトウガッコウ,神奈川県,愛川町,243-0308,三増822-1,神奈川県愛川町三増822-1,046-286-2871,https://www.pen-kanagawa.ed.jp/aikawa-h,35.53244979,139.3171551,
0050001347,相原,神奈川県立相原高等学校,カナガワケンリツアイハラコウトウガッコウ,神奈川県,相模原市緑区,252-0132,橋本台4-2-1,神奈川県相模原市緑区橋本台4-2-1,042-760-6131,https://www.pen-kanagawa.ed.jp/aihara-h,,,
0050001411,中央農業,神奈川県立中央農業高等学校,カナガワケンリツチュウオウノウギョウコウトウガッコウ,神奈川県,海老名市,243-0422,中新田4-12-1,神奈川県海老名市中新田4-12-1,046-231-5202,https://www.pen-kanagawa.ed.jp/chuo-ah,35.43370946,139.3864716,
0050001370,平塚農商,神奈川県立平塚農商高等学校,カナガワケンリツヒラツカノウショウコウトウガッコウ,神奈川県,平塚市,254-0064,達上ケ丘10-10,神奈川県平塚市達上ケ丘10-10,0463-31-0944,https://www.pen-kanagawa.ed.jp/hiratsukanousyou-h,35.33380704,139.328681,
0050001364,海洋科学,神奈川県立海洋科学高等学校,カナガワケンリツカイヨウカガクコウトウガッコウ,神奈川県,横須賀市,240-0101,長坂1-2-1,神奈川県横須賀市長坂1-2-1,046-856-3128,https://www.pen-kanagawa.ed.jp/kaiyokagaku-h,35.2215261,139.6285841,
0050001425,吉田島,神奈川県立吉田島高等学校,カナガワケンリツヨシダジマコウトウガッコウ,神奈川県,開成町,258-0021,吉田島281,神奈川県開成町吉田島281,0465-82-0151,https://www.pen-kanagawa.ed.jp/yoshidajima-h,35.33611917,139.1261179,
0250000667,市立川崎総合科学,川崎市立川崎総合科学高等学校,カワサキシリツカワサキソウゴウカガクコウトウガッコウ,川崎市,川崎市幸区,212-0002,小向仲野町5-1,神奈川県川崎市幸区小向仲野町5-1,044-511-7336,https://www.kst-h.ed.jp,35.55270088,139.6960017,
0050001287,神奈川工業,神奈川県立神奈川工業高等学校,カナガワケンリツカナガワコウギョウコウトウガッコウ,神奈川県,横浜市神奈川区,221-0812,平川町19-1,神奈川県横浜市神奈川区平川町19-1,045-491-9461,https://www.pen-kanagawa.ed.jp/kanagawa-th,35.48100554,139.629635,
0050001357,神奈川総合産業,神奈川県立神奈川総合産業高等学校,カナガワケンリツカナガワソウゴウサンギョウコウトウガッコウ,神奈川県,相模原市南区,252-0307,文京1-11-1,神奈川県相模原市南区文京1-11-1,042-742-6111,https://www.pen-kanagawa.ed.jp/kanagawasogosangyo-h,35.53620445,139.4269546,
0050001388,小田原北,神奈川県立小田原城北工業高等学校,カナガワケンリツオダワラジョウホクコウギョウコウトウガッコウ,神奈川県,小田原市,250-0852,栢山200,神奈川県小田原市栢山200,0465-36-0111,https://www.pen-kanagawa.ed.jp/odawarajohoku-th,35.31444028,139.1461256,2026年4月に小田原城北工業・大井を統合して開校。県一覧は旧小田原城北工業の行（学校公式で同じ校地と確認）
0050001306,磯子工業,神奈川県立磯子工業高等学校,カナガワケンリツイソゴコウギョウコウトウガッコウ,神奈川県,横浜市磯子区,235-0023,森5-24-1,神奈川県横浜市磯子区森5-24-1,045-761-0251,https://www.pen-kanagawa.ed.jp/isogo-th,35.39088584,139.6043618,
0050001363,横須賀工業,神奈川県立横須賀工業高等学校,カナガワケンリツヨコスカコウギョウコウトウガッコウ,神奈川県,横須賀市,238-0022,公郷町4-10,神奈川県横須賀市公郷町4-10,046-851-2122,https://www.pen-kanagawa.ed.jp/yokosuka-th,35.25443169,139.6769033,
0050001335,川崎工科,神奈川県立川崎工科高等学校,カナガワケンリツカワサキコウカコウトウガッコウ,神奈川県,川崎市中原区,211-0013,上平間1700-7,神奈川県川崎市中原区上平間1700-7,044-511-0114,https://www.pen-kanagawa.ed.jp/kawasakikoka-th,35.5574348,139.674856,
0050001300,商工,神奈川県立商工高等学校,カナガワケンリツショウコウコウトウガッコウ,神奈川県,横浜市保土ケ谷区,240-0035,今井町743,神奈川県横浜市保土ケ谷区今井町743,045-353-0591,https://www.pen-kanagawa.ed.jp/shoko-h,35.45112622,139.5536606,
0050001340,向の岡工業,神奈川県立向の岡工業高等学校,カナガワケンリツムカイノオカコウギョウコウトウガッコウ,神奈川県,川崎市多摩区,214-0022,堰1-28-1,神奈川県川崎市多摩区堰1-28-1,044-833-5221,https://www.pen-kanagawa.ed.jp/mukainooka-th,35.61553817,139.5969436,
0050001371,平塚工科,神奈川県立平塚工科高等学校,カナガワケンリツヒラツカコウカコウトウガッコウ,神奈川県,平塚市,254-0821,黒部丘12-7,神奈川県平塚市黒部丘12-7,0463-31-0417,https://www.pen-kanagawa.ed.jp/hiratsukakoka-th,35.32132605,139.3379418,
0050001381,藤沢工科,神奈川県立藤沢工科高等学校,カナガワケンリツフジサワコウカコウトウガッコウ,神奈川県,藤沢市,252-0803,今田744,神奈川県藤沢市今田744,0466-43-3402,https://www.pen-kanagawa.ed.jp/fujisawakoka-th,35.39000477,139.4779424,
0150000492,市立横浜商業,横浜市立横浜商業高等学校,ヨコハマシリツヨコハマショウギョウコウトウガッコウ,横浜市,横浜市南区,232-0006,南太田2-30-1,神奈川県横浜市南区南太田2-30-1,045-713-2323,https://www.edu.city.yokohama.lg.jp/school/hs/y-shogyo/,,,
0150000491,市立みなと総合,横浜市立みなと総合高等学校,ヨコハマシリツミナトソウゴウコウトウガッコウ,横浜市,横浜市中区,231-0023,山下町231,神奈川県横浜市中区山下町231,045-662-3710,https://www.edu.city.yokohama.lg.jp/school/hs/m-sogo/,,,
0450000848,市立横須賀総合,横須賀市立横須賀総合高等学校,ヨコスカシリツヨコスカソウゴウコウトウガッコウ,横須賀市,横須賀市,239-0831,久里浜6-1-1,神奈川県横須賀市久里浜6-1-1,046-833-4111,http://schoolnet.edu.city.yokosuka.kanagawa.jp/schoolnet/highschool/301/sougou,35.229721,139.709310,
0050001383,藤沢総合,神奈川県立藤沢総合高等学校,カナガワケンリツフジサワソウゴウコウトウガッコウ,神奈川県,藤沢市,252-0801,長後1909,神奈川県藤沢市長後1909,0466-45-5200,https://www.pen-kanagawa.ed.jp/fujisawasogo-ih,35.4152998,139.4580505,
0050001309,金沢総合,神奈川県立金沢総合高等学校,カナガワケンリツカナザワソウゴウコウトウガッコウ,神奈川県,横浜市金沢区,236-0051,富岡東6-34-1,神奈川県横浜市金沢区富岡東6-34-1,045-773-6771,https://www.pen-kanagawa.ed.jp/kanazawasogo-ih,35.36672921,139.6349233,
0050001415,座間総合,神奈川県立座間総合高等学校,カナガワケンリツザマソウゴウコウトウガッコウ,神奈川県,座間市,252-0013,栗原2487,神奈川県座間市栗原2487,046-253-2920,https://www.pen-kanagawa.ed.jp/zamasogo-ih,35.48746944,139.417782,
0050001286,鶴見総合,神奈川県立鶴見総合高等学校,カナガワケンリツツルミソウゴウコウトウガッコウ,神奈川県,横浜市鶴見区,230-0031,平安町2-28-8,神奈川県横浜市鶴見区平安町2-28-8,045-506-1234,https://www.pen-kanagawa.ed.jp/tsurumisogo-ih,35.50883614,139.6929835,
0050001397,秦野総合,神奈川県立秦野総合高等学校,カナガワケンリツハダノソウゴウコウトウガッコウ,神奈川県,秦野市,257-0013,南が丘1-4-1,神奈川県秦野市南が丘1-4-1,0463-82-1400,https://www.pen-kanagawa.ed.jp/hadanosogo-ih,35.35782396,139.224225,
0150000494,市立横浜総合,横浜市立横浜総合高等学校,ヨコハマシリツヨコハマソウゴウコウトウガッコウ,横浜市,横浜市南区,232-0061,大岡2-29-1,神奈川県横浜市南区大岡2-29-1,045-744-1900,https://www.edu.city.yokohama.lg.jp/school/hs/y-sogo/,,,
0150000505,市立横浜サイエンスフロンティア,横浜市立横浜サイエンスフロンティア高等学校,ヨコハマシリツヨコハマサイエンスフロンティアコウトウガッコウ,横浜市,横浜市鶴見区,230-0046,小野町6,神奈川県横浜市鶴見区小野町6,045-511-3654,https://www.edu.city.yokohama.lg.jp/school/hs/sfh/,,,
0050001295,横浜国際,神奈川県立横浜国際高等学校,カナガワケンリツヨコハマコクサイコウトウガッコウ,神奈川県,横浜市南区,232-0066,六ツ川1-731,神奈川県横浜市南区六ツ川1-731,045-721-1434,https://www.pen-kanagawa.ed.jp/yokohamakokusai-h,35.42718011,139.5858452,
0250000665,市立川崎,川崎市立川崎高等学校,カワサキシリツカワサキコウトウガッコウ,川崎市,川崎市川崎区,210-0806,中島3-3-1,神奈川県川崎市川崎区中島3-3-1,044-244-4981,https://www.kaw-s.ed.jp/kawasaki-hs/,35.52679811,139.7150869,
0050001368,横須賀南,神奈川県立横須賀南高等学校,カナガワケンリツヨコスカミナミコウトウガッコウ,神奈川県,横須賀市,239-0835,佐原4-20-1,神奈川県横須賀市佐原4-20-1,046-834-5671,https://www.pen-kanagawa.ed.jp/yokosukaminami-h,35.23700991,139.6889159,
0050001297,横浜明朋,神奈川県立横浜明朋高等学校,カナガワケンリツヨコハマメイホウコウトウガッコウ,神奈川県,横浜市港南区,234-0054,港南台9-18-1,神奈川県横浜市港南区港南台9-18-1,045-836-1680,https://www.pen-kanagawa.ed.jp/y-meiho-h,35.37097515,139.5737402,
0050001416,相模向陽館,神奈川県立相模向陽館高等学校,カナガワケンリツサガミコウヨウカンコウトウガッコウ,神奈川県,座間市,252-0003,ひばりが丘3-58-1,神奈川県座間市ひばりが丘3-58-1,046-298-3455,https://www.pen-kanagawa.ed.jp/sagamikoyokan-h,35.48051944,139.4359556,
