school_code,school_name,municipality,lat,lon,primary_station,primary_distance_m,primary_lines,source,access_stations,access_lines
0050001347,相原,相模原市緑区,35.586983,139.326904,橋本,1825,京王電鉄 相模原線;東日本旅客鉄道 横浜線;東日本旅客鉄道 相模線,算出,橋本(1825m),京王電鉄 相模原線;東日本旅客鉄道 横浜線;東日本旅客鉄道 相模線
0050001411,中央農業,海老名市,35.433346,139.386078,海老名,2287,小田急電鉄 小田原線;相模鉄道 相鉄本線;東日本旅客鉄道 相模線,手動,海老名(2287m);長後(7554m),小田急電鉄 小田原線;相模鉄道 相鉄本線;東日本旅客鉄道 相模線;小田急電鉄 江ノ島線
0050001370,平塚農商,平塚市,35.333118,139.328751,平塚,1976,東日本旅客鉄道 東海道線,算出,平塚(1976m),東日本旅客鉄道 東海道線
0050001364,海洋科学,横須賀市,35.22168,139.625641,三崎口,4883,京浜急行電鉄 久里浜線,手動,三崎口(4883m);逗子(9452m);逗子・葉山(9047m);横須賀中央(7514m);衣笠(5082m),京浜急行電鉄 久里浜線;東日本旅客鉄道 横須賀線;京浜急行電鉄 逗子線;京浜急行電鉄 本線
0050001425,吉田島,開成町,35.336407,139.126007,新松田,1523,小田急電鉄 小田原線,手動,新松田(1523m);松田(1599m);開成(1416m),小田急電鉄 小田原線;東海旅客鉄道 御殿場線
0250000667,市立川崎総合科学,川崎市幸区,35.552528,139.696198,矢口渡,1165,東急電鉄 東急多摩川線,算出,矢口渡(1165m);六郷土手(1684m);蓮沼(1695m);武蔵新田(1727m);雑色(1731m);鹿島田(1923m),東急電鉄 東急多摩川線;京浜急行電鉄 本線;東急電鉄 池上線;東日本旅客鉄道 南武線
0050001287,神奈川工業,横浜市神奈川区,35.481693,139.628845,東白楽,200,東急電鉄 東横線,算出,東白楽(200m);東神奈川(646m);白楽(872m);反町(889m);神奈川新町(1026m);神奈川(1168m);三ツ沢下町(1363m);子安(1501m);横浜(1866m);岸根公園(1898m);妙蓮寺(1942m);大口(1974m),東急電鉄 東横線;京浜急行電鉄 本線;東日本旅客鉄道 横浜線;東日本旅客鉄道 東海道線;横浜市 3号線;横浜高速鉄道 みなとみらい21線;相模鉄道 相鉄本線;東日本旅客鉄道 根岸線
0050001357,神奈川総合産業,相模原市南区,35.536129,139.426361,相模大野,1131,小田急電鉄 江ノ島線;小田急電鉄 小田原線,算出,相模大野(1131m);町田(1904m),小田急電鉄 江ノ島線;小田急電鉄 小田原線;東日本旅客鉄道 横浜線
0050001388,小田原北,小田原市,35.313869,139.145554,栢山,449,小田急電鉄 小田原線,算出,栢山(449m);開成(1659m);上大井(1862m);富水(1902m),小田急電鉄 小田原線;東海旅客鉄道 御殿場線
0050001306,磯子工業,横浜市磯子区,35.3918,139.604675,屏風浦,583,京浜急行電鉄 本線,算出,屏風浦(583m);杉田(1324m);新杉田(1527m);磯子(1586m);洋光台(1606m);港南中央(1609m),京浜急行電鉄 本線;横浜シーサイドライン 金沢シーサイドライン;東日本旅客鉄道 根岸線;横浜市 1号線
0050001363,横須賀工業,横須賀市,35.254505,139.67691,北久里浜,1046,京浜急行電鉄 久里浜線,算出,北久里浜(1046m);新大津(1237m);堀ノ内(1330m);衣笠(1474m);県立大学(1703m);京急大津(1825m),京浜急行電鉄 久里浜線;京浜急行電鉄 本線;東日本旅客鉄道 横須賀線
0050001335,川崎工科,川崎市中原区,35.558113,139.673325,平間,339,東日本旅客鉄道 南武線,算出,平間(339m);新川崎(742m);鹿島田(755m);向河原(1656m);下丸子(1835m);元住吉(1883m),東日本旅客鉄道 南武線;東日本旅客鉄道 東海道線;東急電鉄 東急多摩川線;東急電鉄 東横線
0050001300,商工,横浜市保土ケ谷区,35.450954,139.553436,二俣川,2356,相模鉄道 相鉄いずみ野線;相模鉄道 相鉄本線,手動,二俣川(2356m);保土ヶ谷(4272m);東戸塚(2346m),相模鉄道 相鉄いずみ野線;相模鉄道 相鉄本線;東日本旅客鉄道 東海道線
0050001340,向の岡工業,川崎市多摩区,35.614956,139.597519,久地,673,東日本旅客鉄道 南武線,算出,久地(673m);津田山(1290m);宿河原(1626m),東日本旅客鉄道 南武線
0050001371,平塚工科,平塚市,35.322052,139.337418,平塚,1257,東日本旅客鉄道 東海道線,算出,平塚(1257m),東日本旅客鉄道 東海道線
0050001381,藤沢工科,藤沢市,35.390488,139.4776,六会日大前,974,小田急電鉄 江ノ島線,算出,六会日大前(974m);湘南台(1218m);下飯田(1511m);ゆめが丘(1740m),小田急電鉄 江ノ島線;横浜市 1号線;相模鉄道 相鉄いずみ野線
0150000492,市立横浜商業,横浜市南区,35.434277,139.609695,蒔田,448,横浜市 1号線,算出,蒔田(448m);南太田(460m);吉野町(813m);井土ヶ谷(832m);黄金町(1313m);阪東橋(1431m);弘明寺(1512m);保土ヶ谷(1669m);日ノ出町(1989m),横浜市 1号線;京浜急行電鉄 本線;東日本旅客鉄道 東海道線
0150000491,市立みなと総合,横浜市中区,35.441662,139.642273,石川町,312,東日本旅客鉄道 根岸線,算出,石川町(312m);日本大通り(572m);関内(694m);元町・中華街(770m);伊勢佐木長者町(874m);馬車道(1085m);桜木町(1420m);日ノ出町(1482m);阪東橋(1633m);山手(1696m);黄金町(1799m);みなとみらい(1990m),東日本旅客鉄道 根岸線;横浜高速鉄道 みなとみらい21線;横浜市 1号線;横浜市 3号線;京浜急行電鉄 本線
0450000848,市立横須賀総合,横須賀市,35.230049,139.708725,久里浜,694,京浜急行電鉄 久里浜線;東日本旅客鉄道 横須賀線,算出,久里浜(694m),京浜急行電鉄 久里浜線;東日本旅客鉄道 横須賀線
0050001383,藤沢総合,藤沢市,35.415043,139.457382,長後,784,小田急電鉄 江ノ島線,算出,長後(784m),小田急電鉄 江ノ島線
0050001309,金沢総合,横浜市金沢区,35.365971,139.634674,京急富岡,453,京浜急行電鉄 本線,算出,京急富岡(453m);並木中央(756m);能見台(779m);並木北(993m);幸浦(1174m);鳥浜(1404m);南部市場(1586m);産業振興センター(1750m),京浜急行電鉄 本線;横浜シーサイドライン 金沢シーサイドライン
0050001415,座間総合,座間市,35.488194,139.41716,相武台前,1466,小田急電鉄 小田原線,算出,相武台前(1466m);座間(1757m),小田急電鉄 小田原線
0050001286,鶴見総合,横浜市鶴見区,35.50824,139.694122,安善,1135,東日本旅客鉄道 鶴見線,算出,安善(1135m);小田栄(1206m);浅野(1209m);川崎新町(1214m);鶴見市場(1248m);武蔵白石(1324m);弁天橋(1446m);鶴見(1570m);八丁畷(1665m);鶴見小野(1706m);浜川崎(1779m);国道(1862m);新芝浦(1895m),東日本旅客鉄道 鶴見線;東日本旅客鉄道 南武線;京浜急行電鉄 本線;東日本旅客鉄道 東海道線
0050001397,秦野総合,秦野市,35.358261,139.22435,秦野,1322,小田急電鉄 小田原線,算出,秦野(1322m),小田急電鉄 小田原線
0150000494,市立横浜総合,横浜市南区,35.421158,139.603607,弘明寺,460,横浜市 1号線;京浜急行電鉄 本線,算出,弘明寺(460m);蒔田(1195m);井土ヶ谷(1441m);上大岡(1478m);南太田(1971m),横浜市 1号線;京浜急行電鉄 本線
0150000505,市立横浜サイエンスフロンティア,横浜市鶴見区,35.4977,139.678513,鶴見小野,261,東日本旅客鉄道 鶴見線,算出,鶴見小野(261m);国道(425m);花月総持寺(589m);弁天橋(1016m);生麦(1039m);鶴見(1095m);浅野(1557m),東日本旅客鉄道 鶴見線;京浜急行電鉄 本線;東日本旅客鉄道 東海道線
0050001295,横浜国際,横浜市南区,35.426208,139.584778,弘明寺,1362,横浜市 1号線;京浜急行電鉄 本線,算出,弘明寺(1362m);井土ヶ谷(1662m),横浜市 1号線;京浜急行電鉄 本線
0250000665,市立川崎,川崎市川崎区,35.527168,139.71463,港町,897,京浜急行電鉄 大師線,算出,港町(897m);鈴木町(1064m);川崎大師(1404m);川崎(1531m);六郷土手(1617m);小田栄(1661m);川崎新町(1703m);浜川崎(1909m),京浜急行電鉄 大師線;京浜急行電鉄 本線;東日本旅客鉄道 東海道線;東日本旅客鉄道 南武線;東日本旅客鉄道 鶴見線
0050001368,横須賀南,横須賀市,35.236774,139.688248,久里浜,1311,京浜急行電鉄 久里浜線;東日本旅客鉄道 横須賀線,算出,久里浜(1311m);北久里浜(1388m),京浜急行電鉄 久里浜線;東日本旅客鉄道 横須賀線
0050001297,横浜明朋,横浜市港南区,35.370255,139.573517,港南台,595,東日本旅客鉄道 根岸線,算出,港南台(595m),東日本旅客鉄道 根岸線
0050001416,相模向陽館,座間市,35.480648,139.436615,相模大塚,1197,相模鉄道 相鉄本線,算出,相模大塚(1197m);さがみ野(1244m);鶴間(1682m);南林間(1956m),相模鉄道 相鉄本線;小田急電鉄 江ノ島線
